was sind die Zutaten von ein cosmopoliton	36
Entschuldigung, ich konnte den gefragten Drink nicht finden	59
Ich fürchte, ich konnte das nicht finden	40
wie mache ich ein Espresso-Tonic	25
sag mir wie man ein Bellini macht	33
Gib mir Anweisungen für ein Früchte Bowle	35
wie man ein Caipirinha macht	25
Wie ist das Rezept für ein Bierbowle	34
was sind	8
sag mir	7
was war	7
was waren	9
Du benötigst Oliven und Vodka	49
Du benötigst Orangensaft und Jinn	49
Die erforderlichen Zutaten sind: Trauben und Wein	69
Zähle bis sieben	18
Ich verstehe nicht. 	20
Mir fehlt etwas.	16
Sag das bitte noch mal?	23
Entschuldigung. Ich habe das nicht gehört.	42
Zähle bis zehn. ich beginne jetzt!	38
Erledigt!	9
Fertig!	7
Countdown von acht	22
Zähle von neun herunter	27
Zähle von sechs rückwärts	28
Zähle von sieben rückwärts	28
Zähle von acht rückwärts	28
Von vier zähle herunter	27
Von drei zähle rückwärts	28
Ich zähle von zehn herunter. Ich starte jetzt!	50
Zerteile	8
Randomisiere	12
Maximum	7
Minimum	7
Zufälligkeit	12
Setze	5
Konfiguration	13
Setze Konfiguration	19
Habe den Fragment-Typ ausgewählt.	42
Maximale Stückgröße auf siebzig gesetzt.	40
Minimale Stückgröße auf elf gesetzt.	40
Zufälligkeit auf neunzehn Prozent gesetzt.	42
Entscheide	10
Was soll ich tragen	19
Was soll ich essen	18
Spiel	5
Ergebnis	8
Orioles	7
Red Sox	7
Yankees	7
Rays	4
Blue Jays	9
White Sox	9
Indians	7
Tigers	6
Royals	6
Twins	5
Astros	6
Angels	6
Athletics	9
Mariners	8
Rangers	7
Braves	6
Marlins	7
Mets	4
Phillies	8
Nationals	9
Cubs	4
Reds	4
Brewers	7
Pirates	7
Cardinals	9
D-backs	7
Rockies	7
Dodgers	7
Padres	6
Giants	6
in die Zwischenablage kopieren	30
kopieren	8
in Zwischenablage schneiden	27
ausschneiden	12
löschen	7
Einfügen aus der Zwischenablage	31
einfügen	8
Bildschirmauflösung	19
alles auswählen	15
tippe auf Sieg	16
tippe	5
Bewege die Maus zu zweihundert und einhundert	34
bewege maus zu siebenundreisig und achtunddreißig 	27
runter 	7
halte die Escape Taste	21
Halte die Enter taste gedrückt	30
unten	5
oben	4
links	5
rechts	6
Delete halten	14
Den Return-Knopf gedrückt halten	33
Drücke sieben	14
Drücke nun Num für dich.	28
Strg loslassen	17
Den Tab-Knopf loslassen	27
viel	4
etwas	5
Drücke den Alt Knopf 	23
Lass den Escape-Knopf los	24
Lass den Tabulator-Knopf los	24
Deine Bildschirmauflösung ist Tausendneunhundertzwanzig bei Tausendachzig	45
Die Auflösung deines aktiven Displays ist neunhundert zu sechshundert	56
Scrolle langsam nach unten	33
Scrolle schnell nach unten	33
Scrolle normal nach unten	31
Scrolle langsam nach oben	31
Scrolle schnell nach oben	31
Scrolle normal nach oben	29
bisschen	8
Ich tippe das nun für dich	26
Ich schreibe deine Bitte	24
Würfel	6
Erzeuge eine zufällige Zahl von siebzehn bis neunzehn	48
Erzeuge eine zufällige Zahl zwischen achtzehn und einundzwanzig	53
Nenne mir eine Zahl von zwanzig und siebenundzwanzig	40
Nenne mir eine Zahl zwischen einundzwanzig und achtundzwanzig	45
würfel	6
Das Ergebnis ist zweiundzwanzig.	26
Deine Zahlen sind vierundzwanzig	26
Du musst einen Bereich angeben	30
Ich brauche einen Bereich, um das zu tun	40
Sag mir, in welchem Bereich die Zahlen liegen sollen	52
Deine Zahl ist einundzwanzig	23
prüfe meine E-Mail.	19
Prüfe meine Post.	17
Habe ich neue Post?	19
Habe ich neue E-Mails?	22
Habe ich irgendwelche neuen E-Mails?	36
Nummer neun ist von Erich. Der Betreff ist Meeting.	65
Möchtest du mehr hören?	23
Willst du mehr von deinen E-Mails hören?	40
Willst du mehr hören?	21
In Ordnung.	11
Es gibt keine neuen E-Mails.	28
Da ist keine neue E-Mail.	25
Es gibt keine neue Post.	24
Es gibt keine neue Mail.	24
Es gibt keine neue E-Mail für dich.	35
Es gibt keine neue Mail für dich.	33
Du hast keine neue Mail.	24
Du hast keine neue E-Mail.	26
Spiele Feierabend mix	18
spiele Cool down von Emby	23
spiele Kuschelrock von mb	21
Setze Geschichte fort	21
Erzähle Geschichte weiter	25
Setze Märchen fort	18
Erzähle Märchen weiter	22
Setze Märchen fort	18
Fahre mit dem Märchen fort	26
Fahre mit dem Märchen fort	26
Hänsel und Gretel ist eine gute Geschichte. Lass uns anfangen... 	55
Ja, das tapfere Schneiderlein ist eine gute Geschichte. Sie geht so...	52
Ist es dieses?	15
Könnte es das sein?	19
Soll ich dir dieses erzählen?	29
Willst du das hören?	20
lass mich sehen. Kenne ich den Zappelfilip	34
nun, Ich muss überlegen, ob ich mich an Rapunzel erinnere	56
Ich kann die Geschichte Aschenputtel erzählen.	41
Ich erinnere mich an die Dornröschen.	33
Rotkäppchen von Grimms Märchen	20
Gehirn	6
Gedächtnis	10
bedenke an	10
alles	5
vergiß	6
Setze zurück	12
Wissensdatenbank zurücksetzen	29
Vergesse alles	14
Okay, ich setze jetzt meinen Speicher zurück	44
Gehirnlöschung gestartet	24
Falback Person	14
was	3
wer	3
wann	4
wie	3
wo	2
Entschuldigung, ich weiß die Antwort darauf nicht	49
Ich habe die Antwort darauf nicht	33
Ich weiß nicht	14
Keine Ahnung	12
Okay.	5
Alles klar.	11
Nur einen Moment, ich lade den Learning skill Skill herunter.	61
Einen Moment, Ich lade den Joke skill Skill herunter.	57
Okay, lass mich den speedtest Skill herunterladen.	55
Warte einen Moment, während ich den skill wiki Skill herunterlade.	70
Okay, ich lade den pairing Skill herunter.	49
Entschuldige, ich kann dir dabei nicht helfen.	46
Ich bin mir nicht sicher wie ich dir dabei helfen kann.	55
Ich verstehe das nicht, aber ich lerne jeden Tag neue Dinge.	60
Ich bin mir nicht sicher wie ich das beantworten soll.	54
was ist	7
was wird	8
was tat	7
was tut	7
was tust	8
wo ist	6
wo wird	7
wo tatest	9
woher kommt	11
wo tatest	9
wann ist	8
wann wird	9
wann hat	8
wann tut	8
wann tun	8
Es tut mir leid, ich verstehe nicht.	36
Ich weiß nicht, was das bedeutet.	33
Entschuldigung, dass habe ich nicht verstanden.	47
Entschuldigung, ich verstehe nicht.	35
Ich verstehe nicht.	19
Ich bin nicht sicher, ob ich dich verstanden habe.	50
Möglicherweise musst du das anders sagen.	41
Bitte formuliere deinen Befehl um.	34
Ich weiß nicht, wer das ist.	28
Ich bin nicht sicher, wer das ist.	34
wer ist	7
wer wird	8
wer hat	7
wer macht	9
wer macht	9
Ich weiß es nicht.	18
Ich bin mir nicht ganz sicher.	30
Ich bin mir nicht sicher.	25
Ich bin mir nicht sicher, aber ich gebe mein Bestes, zu lernen.	63
wieso ist	9
warum wird	10
warum hast	10
warum tut	9
warum machst	12
sage	4
geben	5
was	3
E-Mail	6
senden	6
Quelle	6
Quellen	7
Detail	6
Details	7
Quellen für: Wissen	24
Ich konnte keine Wolfram Alpha-Abfragen zum Senden finden.	58
Tut mir leid, Eifelturm verstehe ich nicht	43
lösche	6
verlasse das mysteriöse Königreich von Zork	43
verlasse nun Zork	17
Beende Zork	11
Es gibt keinen aktuellen Spielstand	35
Es existiert kein Speicherstand	31
spiele	6
gehe zu	7
gehe zu	7
speichern	9
Speicherstand	13
gespeichert	11
gespeicherter Spielstatus gelöscht	34
Der Speicherstand wurde entfernt	32
zork	4
Briefkasten	11
weißes Haus	11
aktiviere	9
feuere	6
rufe an	7
löse aus	8
Szene	5
Automatisierung	15
Skript	6
Setze die Wohnung Temperatur auf zwanzig	47
reduziere	9
herunter	8
wo ist	6
orte	4
wo	2
erhöhe	6
hoch	4
erhelle	7
dimme	5
mache an	8
Lichter	7
Lampe	5
Lampen	6
Glühbirne	9
Glühbirnen	10
L.E.D.	6
schalte an ein	14
schalte aus	11
schalte um	10
gib an	6
Status	6
Sensor	6
Detektor	8
Wert	4
lies vor	8
what ist der aktuelle	21
was ist aktuell	15
erzähl mir der aktuelle	23
Sag mit den aktuelle	20
Gib mir den Wert von	20
Was ist der Wert des Thermostats	32
setze	5
drehe	5
wechsle	7
ausgelöste Automation Fernseher.	35
habe Kaffemaschiene ausgelöst.	28
Wasserkocher wurde ausgelöst.	29
Mikrowelle wurde aktiviert.	29
habe Garagentoor aktiviert.	28
Bitte gib eine Helligkeitsstufe zwischen und an.	48
wie hell? du kannst eine Stufe zwischen und wählen.	51
Kann Büro nicht dimmen. Es ist nicht dimmbar.	53
Kann Steckdose nicht dimmen. Es ist ausgeschaltet.	53
Kann Nachttischlampe nicht dimmen. Bitte schalte es vorher an.	59
Habe Schreibtischlampe zu siebzig Prozent gedimmt.	52
Habe Küchenlampe gedimmt.	26
Setze die Helligkeit von Leselampe auf fünfzig Prozent.	65
Helligkeit von Badespiegel auf neunzig Prozent erhöht.	62
Helligkeit von Flurspiegel erhöht.	35
Hobbyraum führt bereits die Aktion Fernseher aus.	53
Party wurde nicht verändert.	35
Wasser abgedreht.	23
Fernseher wurde ausgeschaltet.	32
Klavier ist jetzt ausgeschaltet.	37
Ausenbeleuchtung angeschaltet.	26
Gartenbeleuchtung wurde eingeschalten.	33
Habe Garange eingeschalten.	32
Pool umgeschaltet.	26
Schwimmbad wurde umgeschalten.	32
Gerät Badezimmer ist nicht auffindbar.	42
Entschuldigung, das Objekt Kinderzimmer wurde nicht gefunden.	63
Entschuldigung, ich konnte Markise nicht finden.	55
Der Home Assistant Server scheint offline zu sein.	50
Ich kann den Home Assistant Server nicht erreichen.	51
Der Home Assistent Server hat nicht geantwortet.	48
Ich verstehe nicht was du von mir willst.	41
Ich verstehe nicht, was du gefragt hast.	40
Sauna ist aktuell zweiundfünfzig Grad.	44
Alarm hat den Status: Scharf.	48
Zisterne ist im Moment zu achzig Prozent gefüllt.	46
Terasse ist zweiundreisig Grad.	36
Ich habe erfolgreich Bad auf einundzwanzig Grad gesetzt.	65
Der letzte bekannte Ort von Olaf ist Zuhause.	58
Gerhard ist bei Oskar.	34
Daniel wurde bei Ingrid gefunden.	45
gib mir den Wert von Badewanne	33
was ist der Wert vom Thermostat Kühlschrank	44
Setze die Kühlschrank auf sechs Grad	34
Setze die Gefrierfach Temperatur auf null Grad	45
Setze die WC Temperatur auf neunzehn Grad	45
Setze die Helligkeit von Küchenschrank auf zehn Prozent	67
alle	4
Der aktuelle Status von Wohnzimmerschrank ist dreißig.	47
Der Status von Kinderzimmerchrank ist derzeit hundert.	46
Terrasse ist im Moment aus.	36
Entschuldigung, es gab ein Problem mit HomeSeer.	63
Es tut mir leid, aber es gab ein Problem mit HomeSeer.	69
Laufendes Ereignis Hausarbeit.	29
Starte Aufräumen Ereignis.	26
Ok, starte event Spaß.	27
Ereignis ausführen	36
aktiviere Brathänchen Ereignis	36
Setze Lautstärke auf vierzig.	31
Ändere Beleuchtung zu neunundreißig.	31
Setze alle Lampen auf siebzig.	36
Ändere alle Steckdosen zu siebenundsiebzig.	36
Die Einstellung aller Rolläden zu hoch ändern.	53
Alle Deckenleuchten auf ein stellen.	38
Den Ventilator auf aus stellen.	37
Ok, ich stelle nun den Heizkörper auf mittlere Stufe.	481
Wo ist die Internationale Raumstation	37
Orte die ISS	12
Wo ist die ISS	14
Hier hast Du ein Leckerli	25
Braves Hundchen	15
Gib dem Hund ein Leckerli	25
Wuff	4
Jetzt ein Leckerli	18
Witz	4
klopf klopf	11
rechne 	7
durchsuche den Computer nach	28
suche das 	10
durchsuche Computer nach	24
suche Datei	11
suche Dateinamen	16
durschuche den computer nach	28
suche System	12
System	6
Systemsuche	11
Systemsuchdatei	15
finde Datei	11
Letzten anzeigen 	17
zeige neueste Dateien an	24
zeige neueste Dokumente an	26
neueste Dokumente	17
neueste Dateien	15
Deine neuesten Dateien anzeigen	31
Ich führe eine lokale Suche nach Server durch	50
Lach wie Alexa	14
kannst du lachen	16
böses Lachen	12
lach	4
Lachen	6
Gelächter	9
Gelächter	9
lach zufällig	13
löse zufälliges Lachen aus	26
zufälliges Lachen	17
abbrechen	9
brich ab	8
stop	4
Lachen hat aufgehört	20
ich werde nicht wieder lachen	29
ich lache nicht	15
Helligkeit	10
Lichtstärke	11
Setze Augenfarbe auf rot.	29
abdunkeln	9
dämpfen	7
verblassen	10
dimmen	6
schwärzen	9
reduzieren	10
herunter	8
Kann Audioanlage nicht ausschalten, weil es eine Gruppe ist.	56
Kann Musikanlage nicht einschalten, weil sie eine Gruppe ist.	56
erhellen	8
erhellen	8
beleuchten	10
verstärken	10
erhöhen	7
hoch	4
aus	3
deaktivieren	12
an	2
aktivieren	10
Sättigung	9
Intensität	10
Temperatur	10
Wärme	5
Farbtemperatur	14
Kelvin	6
Farbtemperatur	14
wechsle	7
setze	5
wechsle	7
ändere um	9
wechsle um	10
mache	5
Du wurdest in Kanal Development neun mal erwähnt	58
Kanal Debug ist nicht erkannt	33
Kanal Language ist unbekannt	29
Kanal docker hat zehn ungelesene Nachrichten	59
Mattermost ungelesen: sieben Erwähnungen: drei	54
beende Überwachung von Skills	32
deaktiviere Mimic Überwachung	33
nenne Desktop Kanäle mit ungelesenen Nachrichten	50
Mattermost Fehler: Kein Internet	30
Du wurdest auf GUI zwei mal erwähnt.	48
Hier sind die neuen Nachrichten von Kanal android	56
Das sind die neuen Nachrichten von Kanal roadmap	55
picroft Überwachung ist aktiviert	35
adapt Überwachung ist deaktiviert	37
Mattermost Überwachung noch nicht implementiert	47
Es gibt keine ungelesenen Nachrichten in Kanal desktop.	57
keine unglesenen Nachrichten auf General.	43
lies Nachrichten für Kanal mark zwei	36
lies alle ungelesenen Mycroft Nachrichten	43
Mattermost	10
Mycroft Chat	12
Minecraft Chat	14
beginne Überwachung von mycroft	33
aktiviere mycroft Überwachung	31
Es gibt {unreadmsg} ungelesene Nachrichten auf mycroft	56
gibt es ungelesene Nachrichten auf mycroft	44
Es scheint Mittag zu sein, ich passe die Helligkeit an.	55
Okay, die Sonne kommt heraus, ich passe die Helligkeit an	57
Okay, die Sonne ist draußen, ich stelle die Helligkeit ein	58
Okay, es wird dunkel, ich passe die Helligkeit an.	50
stelle die Helligkeit auf automatisch	37
automatische Helligkeit	23
voll	4
hell	4
halb	4
dunkel	6
niedrig	7
automatisch	11
automatisch	11
dimme die Augen auf sechzehn Prozent 	41
dimme runter auf neunzig Prozent 	38
ein wenig heller auf achtzig Prozent 	42
Du bist zu hell	15
Du bist zu hell	15
etwas heller	12
etwas dunkler	13
voll,	5
hell,	5
Halb,	5
dunkel,	7
schwach,	8
automatic,	11
Nenne mir die Helligkeit für mein Gesicht in Prozent oder als Stufe	67
Welche Helligkeitswert oder Prozentsatz wünscht Du?	51
Entschuldigung, ich verstehe diesen Helligkeitswert nicht.	58
ich verstehe nur sachen wie, 'voll' oder aus	41
Okay, setze Helligkeit auf sechzig.	33
Klingt gut, setze Helligkeit auf fünfzig	38
Standardeinstellung	19
alice blau	10
aliceblau	9
antikweiß	9
Wasser	6
aquamarin	9
azurblau	8
Beige	5
biskuit	7
schwarz	7
blanchierte Mandel	18
blau	4
baluviolett	11
braun	5
kräftiges Holz	14
kräftiges Holz	14
matrosenblau	12
grüngelb	8
Schokolade	10
korall	6
Kornblumenblau	14
Kornblume blau	14
Maisgelb	8
Mais Gelb	9
purpur	6
zyan	4
dunkelblau	10
dunkles zyan	12
Dunkle Goldrute	15
Dunkle Goldrute	15
dunkelgrau	10
dunkles grau	12
dunkelgrün	10
dunkles khaki	13
dunkles magenta	15
dunkles olivgrün	16
dunkelorange	12
dunkle orchidee	15
dunkelrot	9
dunkles lachsrosa	17
dunkles Meergrün	16
dunkles Schieferblau	20
dunkles Schiefergrau	20
dunkles Schiefgrau	18
dunkles Türkis	14
dunkelviolett	13
kräftiges Pink	14
kräftiges Himmerblau	20
dunkles Grau	12
dunkles Grau	12
Dodgerblau	10
Feuerstein	10
Feuerrot	8
Blütenweiß	10
waldgrün	8
Fuchsia	7
Fuchsie	7
hellgrau	8
Weiß mit Blaustich	18
Gold	4
Goldrute	8
grau	4
grau	4
grün	4
grüngelb	8
Honigmelone	11
Honigmelone	11
leuchtendes Pink	16
Indianerrot	11
Indigo	6
elfenbein	9
khaki	5
lavendel	8
Heller Flieder	14
grasgrün	8
Zartes Zitronengelb	19
hellblau	8
Helles Korallrot	16
Helly Zyan	10
Helles blasses Gelb	19
Helles Blassgelb	16
hellgrau	8
hellgrau	8
hellgrün	8
hellpink	8
Helles Lachrosa	15
Helles Meergrün	15
Helles Himmelblau	17
Helles Schiefergrau	19
Helles Schiefergrau	19
Helles Stahlblau	16
hellgelb	8
neongrün	8
neongrün	8
leinen	6
magenta	7
marone	6
mittleres Aquamarin	19
Mittelblau	10
Mittlere Orchidee	17
Mittellila	10
Mittelmeergrün	14
Mittleres Schieferblau	22
Mittleres Frühlingsgrün	23
Mittleres Türkis	16
Mittleres Violettrot	20
Mitternachtsblau	16
Mintgrün	8
Helles Rosa	11
Helles Orange	13
Blasses Orangegelb	18
marineblau	10
Möhrengelb	10
olive	5
Graugrün	8
orange	6
orangerot	9
Orchidee	8
Blasse Goldrute	15
Blasse Goldrute	15
blassgrün	9
Blasses Türkis	14
Blasses Violettrot	18
Helles Orangegelb	17
Pfirsichrosa	12
Perubraun	9
pink	4
pflaume	7
Puderblau	9
lila	4
Rebeccalila	11
rot	3
Dunkles Rosa	12
königsblau	10
Umbra	5
lachs	5
Sandbraun	9
Meergrün	8
Muschelschale	13
Muschelschale	13
Siennabraun	11
silber	6
himmelblau	10
Schieferblau	12
Schiefergrau	12
Schiefergrau	12
schneeweiß	10
Frühlingsgrün	13
stahlblau	9
tan	3
Blaugrün	8
Distelblau	10
tomate	6
türkis	6
violet	6
weizen	6
weiß	4
weißer Rauch	12
gelb	4
gelbgrün	8
Welche Farbe sollen meine Augen haben?	38
Welche Farbe möchtest Du für meine Augen?	41
Nenne eine Farbe zum ausprobieren.	34
Das ist keine Farbe mit der ich vertraut bin.	45
normal,	7
Aliceblau,	10
Altweiß,	8
Aquamarinblau,	14
aquamarin,	10
azur,	5
beige,	6
biskuit,	8
schwarz,	8
blau,	5
blauviolett,	12
Braun,	6
Blasses Orange,	15
Kadettblau,	11
Helles Gelbgrün,	16
schokolade,	11
Korallrot,	10
Kornblumenblau,	15
Helles Maisgelb,	16
purpur,	7
zyan,	5
dunkelblau,	11
Dunkles Zyan,	13
Dunkle Goldrute,	16
dunkelgrau,	11
dunkles grau,	13
Dunkles Grün,	13
dunkel magenta,	15
Dunkles Olivgrün,	17
dunkel orange,	14
Dunkle Orchidee,	16
dunkelrot,	10
Dunkles Lachsrosa,	18
Dunkles Meergrün,	17
Dunkles Schieferblau,	21
Dunkles Schiefergrau,	21
Dunkles Schiefer Grau,	22
Dunkles Türkis,	15
dunkelviolett,	14
Kräftiges Pink,	15
Tiefes Himmelblau,	18
Dunnkelgrau,	12
Dodgerblau,	11
Feuerrot,	9
Blütenweiß,	11
Waldgrün,	9
fuchsia,	8
Hellgrau,	9
Weiß mit Blaustich,	19
gold,	5
Goldrute,	9
grau,	5
grün,	5
Honigmelone,	12
Kräftiges Pink,	15
Indianerrot,	12
indigo,	7
elfenbein,	10
khaki,	6
lavendel,	9
Heller Flieder,	15
grasgrün,	9
Zartes Zitronengelb,	20
hellblau,	9
Helles Korallrot,	17
Helles Zyan,	12
Helles blasses Gelb,	20
hellgrau,	9
helles grau,	12
hellgrün,	9
Helles Pink,	12
Helles Lachsrosa,	17
Helles Meergrün,	16
Helles Himmelblau,	18
Helles Schiefergrau,	20
Helles Stahlblau,	17
hellgelb,	9
neongrün,	9
neongrün,	9
leinen,	7
magenta,	8
marone,	7
mittelblau,	11
Mittlere Orchidee,	18
Mittleres Lila,	15
Mittelmeergrün,	15
Mittleres Schieferblau,	23
Mittleres Frühlingsgrün,	24
MIttleres Türkis,	17
MIttleres Violettrot,	21
mitternachtsblau,	17
Helles Rosa,	12
Helles Orange,	14
Blasses Orangegelb,	19
marineblau,	11
olive,	6
orange,	7
orangerot,	10
orchidee,	9
Blasse Goldrute,	16
Blasses Grün,	13
Blasses Türkis,	15
Blasses Violettrot,	19
Helles Orangegelb,	18
Pfirsichrosa,	13
Perubraun,	10
pink,	5
pflaume,	8
Puderblau,	10
lila,	5
rot,	4
Dunkles Rosa,	13
königsblau,	11
sattelbraun,	12
lachs,	6
sandigbraun,	12
Meergrün,	9
Muschelschale,	14
Siennabraun,	12
silber,	7
himmelblau,	11
Schieferblau,	13
Schiefergrau,	13
schneeweiß,	11
Frühlingsgrün,	14
stahlblau,	10
Hautfarben,	11
Blaugrün,	9
tomate,	7
türkis,	7
violett,	8
weizen,	7
weiß,	5
Zartes Hellgrau,	16
gelb,	5
gelbgrün,	9
setze benutzerdefinierte Farbe	30
setze benutzerdefinierte Augen	30
Ich benötige eine Zahl zwischen und 	36
Der Wert muss zwischen und sein	31
Entschuldigung, es gab einen Fehler mit dem Einstellen der Farbe.	65
Es gab einen Fehler beim Setzen der Farbe.	42
ändere die Auge Farbe auf rot	33
ändere Auge Farbe auf grün	29
ändere Auge Farbe zu gelb	28
ändere deine Augen in ein lila Farbe 	40
änder Auge in eine rosa Farbe	32
ändere Augen Farbe	18
Fast fertig. Was ist mit dem Blauwert?	38
Ein letzter Wert zwischen und für blau	38
Jetzt benötige ich noch einen Wert für grün	43
Als nächstes brauche ich den Grünwert	37
Bitte gib mir einen Wert zwischen und für den Rotanteil	55
Nenne mir einen Wert von bis für Rot	36
Keine Augenfarbe wurde gesetzt	33
Ich habe keine Web-Einstellung für die Augenfarbe gefunden	58
Cool. Schau dir meine Augen an.	31
Okay. Sehe ich jetzt besser aus?	32
Das ist eine gute Farbe. Schau mich nun an.	43
